,id,name,birth,death,species,ancestry,gender,hair_color,eye_color,wand,patronus,house,associated_groups,books_featured_in
349,352,Ripper,c. 1980s,,Dog (breed: bulldog),,Male,Brown and white,Black,,,,['Marjorie Dursley'],"[3, 5]"
350,353,Gawain Robards,Pre. 1969,,Human,,Male,,,,,,"['British Ministry of Magic', 'Department of Magical Law Enforcement', 'Auror Office']",[6]
351,354,Roberts,,,Human,Muggle,Male,,,,,,['Roberts family'],[4]
352,355,Roberts children,20th century,,Humans,Muggles,At least one boy,,,,,,['Roberts family'],[4]
353,356,Romanian vampire,Romania (most likely),,Vampire,,Male (most likely),,,,,,[],[1]
354,357,Ronan,,,Centaur,,Male,Red,,,,,"['Forbidden Forest Centaur colony', 'Hogwarts School of Witchcraft and Wizardry']","[1, 5, 7]"
355,358,Augustus Rookwood,Pre 1964,,Human,Pure-blood or half-blood,Male,Brown/greying,,,None,,"['Death Eaters', 'Lord Voldemort', 'British Ministry of Magic (formerly)', 'Department of Mysteries (formerly)']","[4, 5, 7]"
356,359,Rosier (male),,,Human,Pure-blood or Half-blood (likely),Male,,,,None,,"['Death Eaters', 'Lord Voldemort', 'Rosier family']",[6]
357,360,Evan Rosier,Between 1953 and 1966 (most likely),Late 1980 - late 1981,Human,Pure-blood or Half-blood,Male,,,,None,Slytherin,"['Rosier family', 'Death Eaters', 'Hogwarts School of Witchcraft and Wizardry', 'Slytherin']",[4]
358,361,Rowboat owner,,,Human,Muggle,Male,,,,,,[],[1]
359,362,Thorfinn Rowle,,,Human,Pure-blood or Half-blood,Male,Blond,,,None,,"['Rowle family', 'Death Eaters', 'Lord Voldemort']","[6, 7]"
360,363,Albert Runcorn,Runcorn family,,Human,Pure-blood,Male,Black,Dark,,Non-corporeal,,[],[7]
361,364,Barry Ryan,"before 1977, Ireland",,Human,,Male,,,,,,['Irish National Quidditch team'],"[4, 5]"
362,365,Sanguini,,,Vampire,,Male,Dark,,,,,[],[6]
363,366,Scabior,before 1980 (most likely),"2 May, 1998",Human,Pure-blood or half-blood,Male,,,"Unknown length, wood and core",None,Slytherin,"['Hogwarts School of Witchcraft and Wizardry (formerly)', 'Slytherin', 'Azkaban', 'Snatchers']",[7]
364,367,Newton Scamander,24 February 1897,,Human,Pure-blood or Half-blood,Male,Red brown,Blue,"Unknown length, wood and core",,Hufflepuff,"['Scamander family', 'Goldstein family', 'Hogwarts School of Witchcraft and Wizardry', 'Hufflepuff', 'Albus Dumbledore', 'British Ministry of Magic', 'Department for the Regulation and Control of Magical Creatures', 'Beast Division', 'Order of Merlin']",[1]
365,368,Scouthibou,,,Owl,,Male,,,,,,['Hogwarts School of Witchcraft and Wizardry'],[4]
366,369,Rufus Scrimgeour,Pre 1968,"1 August, 1997",Human,,Male,Tawny,Yellowish,"Unknown length, wood and core",Non-corporeal,,"['British Ministry of Magic', 'Auror Office']","[5, 6, 7]"
367,370,Selwyn,,,Human,Pure-blood,Male,,,,None,Slytherin (possibly),"['Death Eaters', 'Lord Voldemort', 'British Ministry of Magic']",[7]
368,371,Kingsley Shacklebolt,In or before 1960,,Human,Pure-blood,Male,Bald,Black,"Unknown length, wood and core",Lynx,,"['Shacklebolt family', 'British Ministry of Magic', 'Auror Department (formerly)', 'Order of the Phoenix', 'Advance Guard', 'Hogwarts School of Witchcraft and Wizardry', 'Potterwatch']","[5, 6, 7]"
369,372,Gaspard Shingleton,1959,,Human,,Male,Silver,Green,,,,[],[1]
370,373,Stanley Shunpike,Between 15 September 1974 and 13 September 1975,,Human,Pure-blood or Half-Blood,Male,,,,Non-corporeal,,"['Knight Bus', 'Death Eaters (Imperiused)']","[3, 4, 5, 6, 7]"
371,374,Mylor Silvanus,,,Human,,Male,,,,,,[],[5]
372,375,Wilbert Slinkhard,Prior to 1978,,Human,,Male,,,,,,['Slinkhard family'],[5]
373,376,Jack Sloper,c. Pre 31 August 1984,,Human,,Male,,,,,Gryffindor,"['Sloper family', 'Hogwarts School of Witchcraft and Wizardry', 'Gryffindor', 'Gryffindor Quidditch team']","[5, 6]"
374,377,Horace Slughorn,"28 April, between 1882 and 1913",,Human,Pure-blood or half-blood,Male,Bald,Gooseberry,"10Вј"", Cedar, dragon heartstring, fairly flexible",Non-corporeal,Slytherin,"['Slughorn family', 'Hogwarts School of Witchcraft and Wizardry', 'Slug Club', 'Slytherin', 'Order of the Phoenix (during the Battle of Hogwarts)', ""Dumbledore's Army (during the Battle of Hogwarts)"", 'Apothecarium of Horace E. F. Slughorn']","[6, 7]"
375,378,Salazar Slytherin,Pre 976,11th century (most likely),Human,Pure-blood,Male,Grey,Grey,"Unknown length, snakewood, Basilisk horn",,Slytherin,"['Hogwarts School of Witchcraft and Wizardry', 'Slytherin', 'Slytherin family']","[2, 6, 7]"
376,379,Hippocrates Smethwyck,before 1977,,Human,,Male,,,,,,"[""St Mungo's Hospital for Magical Maladies and Injuries"", 'Smethwyck family']",[5]
377,380,Zacharias Smith's father,,,Human,,Male,,,,,,['Smith family'],[6]
378,381,Zacharias Smith,between 1 September 1979 and 2 May 1981 (possibly),,Human,Pure-blood or half-blood,Male,Blond,,,,Hufflepuff,"['Smith family', ""Dumbledore's Army (abandoned)"", 'Hogwarts School of Witchcraft and Wizardry (abandoned)', 'Hufflepuff', 'Hufflepuff Quidditch team']","[5, 6, 7]"
379,382,Severus Snape,9 January 1960,2 May 1998 (aged 38),Human,Half-blood,Male,Black,Black,"Unknown length, wood and core",Doe,Slytherin,"['Snape family', 'Prince family', 'Lily Potter', 'Harry Potter', 'Albus Dumbledore', 'Order of the Phoenix', 'Hogwarts School of Witchcraft and Wizardry', 'Slytherin', 'Lord Voldemort (formerly)', 'Death Eaters (defected)']","[1, 2, 3, 4, 5, 6, 7]"
380,383,Tobias Snape,,,Human,Muggle,Male,,,,,,"['Snape family', 'Prince family']","[5, 6, 7]"
381,384,Stebbins (Potter-era),"c. 31 August 1980 or earlier, Great Britain or Ireland",,Human,,Male,Blonde,,,,Hufflepuff,"['Hogwarts School of Witchcraft and Wizardry', 'Hufflepuff']",[4]
382,385,Billy Stubbs,,,Human,,Male,,,,,,"[""Wool's orphanage""]",[6]
383,386,Stunned Death Eater,1980s or earlier,,Human,Pure-blood or half-blood (most likely),Male,Black,,,None,,"['Death Eaters', 'Lord Voldemort']",[7]
384,387,Summers,"between 1 November 1977 and 31 August 1983,",,Human,,Male,,,,,Hufflepuff,"['Hogwarts School of Witchcraft and Wizardry', 'Hufflepuff']",[4]
385,388,Surrey milkman,,,,,,,,,,,[],[1]
386,389,Emeric Switch,,Before the 1990s (possibly),Human,,Male,,,,,,[],[1]
387,390,Robertus Tallis,,,Human,,Male,Brown,Blue,,,,[],[1]
388,391,Ted,,,Human,Muggle,Male,,,,,,[],[1]
389,392,Teffington,,"1 May, 1998",Human,Pure-blood or half-blood,Male,Dark,,,,,['Gringotts Wizarding Bank'],[7]
390,393,Tenebrus,Pre 1980s,,Thestral,,Male,,,,,,"['Hogwarts School of Witchcraft and Wizardry', 'Rubeus Hagrid']",[5]
391,394,Janus Thickey,,,Human,,Male,,,,,,['Landlady of the Green Dragon pub'],[5]
392,395,Pius Thicknesse,Pre-1980,,Human,Pure-blood or half-blood (most likely),Male,Black and silver,,"Unknown length, wood and core",,,"['British Ministry of Magic', 'Department of Magical Law Enforcement', 'Death Eaters (Imperiused)']",[7]
393,396,Thomas Vace,Before 1993,,Human,,Male,,,,,,['Hogwarts School of Witchcraft and Wizardry'],[3]
394,397,Dean Thomas,between 1 September 1979 and 31 August 1980,,Human,Half-blood,Male,Black,Brown,Unknown 1st wand,Non-corporeal,Gryffindor,"['Thomas family', 'Hogwarts School of Witchcraft and Wizardry', 'Gryffindor', 'Gryffindor Quidditch team', ""Dumbledore's Army""]","[1, 2, 3, 4, 5, 6, 7]"
395,398,Dean Thomas's father,,c. 1980,Human,Pure-blood or half-blood (likely),Male,,,,,,[],[7]
396,399,Dean Thomas's stepfather,,,Human,Muggle,Male,,,,,,['Thomas family'],"[5, 7]"
397,400,Orsino Thruston,1976,,Human,,Male,Bald,,,Non-corporeal,,['Weird Sisters'],[4]
398,401,Tiberius,c. 1970 or earlier,,Human,,Male,,,,,,"['Slug Club (formerly)', 'Ministry of Magic', 'McLaggen family']",[6]
399,402,Timothy Butler,31 August 1982 or earlier,,Human,,Male,,,,,,['Hogwarts School of Witchcraft and Wizardry'],[3]
400,403,Tofty,Before 1972,,Human,,Male,"Grey, balding",Brown,,,,['Wizarding Examinations Authority'],[5]
401,404,Tom,c. 1920 or earlier,,Human,,Male,Bald,,,Non-corporeal,,['Leaky Cauldron'],"[1, 3, 6, 7]"
402,405,Edward Tonks,,"March, 1998",Human,Muggle-born,Male,Fair,,,,,"['Tonks family', 'Order of the Phoenix (indirectly)']","[5, 7]"
403,406,Kenneth Towler,between 1 September 1977 and 31 August 1978 (probably),,Human,,Male,,,,,Gryffindor,"['Hogwarts School of Witchcraft and Wizardry', 'Gryffindor']",[5]
404,407,Travers,Pre 1980s,,Human,Pure-blood or half-blood,Male,Grey,,,None,,"['Travers family', 'Death Eaters', 'Lord Voldemort', 'Death Eater controlled Ministry of Magic']","[4, 7]"
405,408,Donaghan Tremlett,"1972,",,Human,Muggle-born,Male,Brown,,,Non-corporeal,,"['The Weird Sisters', 'Tremlett family']","[4, 5, 6]"
406,409,Trevor,pre 1991,,Toad,,Male,,Black,,,,"['Algie (formerly)', 'Neville Longbottom', 'Frog Choir (formerly)']","[1, 3, 4, 5, 6]"
407,410,Quentin Trimble,,In or before 1986,Human,,Male,Grey (formerly brown),Brown,,,,['Hogwarts School of Witchcraft and Wizardry'],[1]
408,411,Troy,before 1977,,Human,,Male,,,,,,['Irish National Quidditch team'],[4]
409,449,Wilkie Twycross,Before 1979,,Human,,Male,Very fair,,,,,"['British Ministry of Magic', 'Hogwarts School of Witchcraft and Wizardry']",[6]
410,450,Urg the Unclean,c. 18th century,,Goblin,,Male,White,,,,,['Goblinkind'],[4]
411,451,Uric the Oddball,"982 or later, Great Britain or Ireland",Middle Ages,Human,,Male,White,Blue,,,Ravenclaw,"['Hogwarts School of Witchcraft and Wizardry', 'Ravenclaw']",[1]
412,452,Urquhart,31 August 1984 or earlier,,Human,,Male,,,,,Slytherin,"['Hogwarts School of Witchcraft and Wizardry', 'Slytherin Quidditch team']",[6]
413,453,Vaisey,31 August 1984 or earlier,,Human,,Male,Dark,,,,Slytherin,"['Vaisey family', 'Hogwarts School of Witchcraft and Wizardry', 'Slytherin Quidditch team', 'Slytherin']",[6]
414,454,Violet-cloaked wizard,,,Human,,Male,,,,,,[],[1]
415,455,Vindictus Viridian,Pre 1686 (most likely),In or before 1994,Human,,Male,Black (formerly),Dark,,,,['Hogwarts School of Witchcraft and Wizardry'],[1]
416,456,Ivan Volkov,,,Human,,Male,Dark,Green,,,,['Bulgarian National Quidditch team'],[4]
417,457,Pyotr Vulchanov,"before 1977, Bulgaria",,Human,,Male,,Blue,,,,"['Bulgarian National Quidditch team', 'Vulchanov family']",[4]
418,458,Adalbert Waffling,1899,1981 (aged 82),Human,,Male,Grey,,,,,[],"[1, 3, 7]"
419,459,Wagga Wagga Werewolf,,,Werewolf,,Male,,,,,,[],[2]
420,460,Myron Wagtail,1970,,Human,,Male,Brown,,,Non-corporeal,,"['The Weird Sisters', 'Hogwarts School of Witchcraft and Wizardry']","[4, 6]"
421,462,Myrtle Warren's father,,,Human,Muggle,Male,,,,,,['Warren family'],[2]
422,463,Cassius Warrington,Between 1 September and 31 October 1977 (most likely),,Human,,Male,,,,,Slytherin,"['Hogwarts School of Witchcraft and Wizardry', 'Slytherin', 'Slytherin Quidditch team', 'Inquisitorial Squad']","[3, 4, 5]"
423,464,Weasley children's cousin,,,Human,Pure-Blood or Half-Blood,Male,Red,,,,,[],[7]
424,465,Weasley children's uncle,,,Human,Pure-Blood,Male,,,,,,[],[7]
425,467,Weasley family ghoul,Pre 1991,,Ghoul,,Male,Yellow,,,,,['Weasley family'],"[2, 7]"
426,468,Molly Weasley's second cousin,,,Human,Squib (possibly),Male,,,,,,[],[1]
427,469,Arthur Weasley,"6 February, 1950",,Human,Pure-blood,Male,Red,Green,"Unknown length, wood and core",Weasel,Gryffindor,"['Weasley family', 'Prewett family', 'Potter family', 'Order of the Phoenix', 'British Ministry of Magic', 'Department of Magical Law Enforcement', 'Misuse of Muggle Artefacts Office', 'Office for the Detection and Confiscation of Counterfeit Defensive Spells and Protective Objects', 'Hogwarts School of Witchcraft and Wizardry', 'Gryffindor']","[1, 2, 3, 4, 5, 6, 7]"
428,470,Arthur Weasley's brothers,20th century,,Human,Pure-blood,Male,Red,,,,,['Weasley family'],[7]
429,471,Charles Weasley,"12 December, 1972",,Human,Pure-blood,Male,Red,,"12"", Ash, unicorn tail hair (formerly)",Non-corporeal,Gryffindor,"['Weasley family', 'Prewett family', 'Hogwarts School of Witchcraft and Wizardry', 'Gryffindor', 'Gryffindor Quidditch team', 'Circle of Khanna', 'Romanian Dragon Sanctuary', 'Order of the Phoenix']","[1, 2, 3, 4, 5, 6, 7]"
430,472,Fred Weasley,"1 April, 1978","2 May, 1998 (aged 20)",Human,Pure-blood,Male,Red,,"Unknown length, wood and core",Magpie,Gryffindor,"['Circle of Khanna', ""Dumbledore's Army"", 'Order of the Phoenix', 'Hogwarts School of Witchcraft and Wizardry', 'Gryffindor', 'Gryffindor Quidditch team', ""Weasleys' Wizard Wheezes"", 'Potterwatch', 'Weasley family', 'Prewett family']","[1, 2, 3, 4, 5, 6, 7]"
431,473,George Weasley,"1 April, 1978",,Human,Pure-blood,Male,Red,,"Unknown length, wood and core",Magpie,Gryffindor,"['Circle of Khanna', ""Dumbledore's Army"", 'Order of the Phoenix', 'Hogwarts School of Witchcraft and Wizardry', 'Gryffindor', 'Gryffindor Quidditch team', 'Weasley family', 'Prewett family', ""Weasleys' Wizard Wheezes""]","[1, 2, 3, 4, 5, 6, 7]"
432,474,Hugo Granger-Weasley,"1 September 2008 or later,",,Human,Half-blood,Male,Brown,,,,Arthur Weasley (paternal grandfather),"['Weasley family', 'Granger family', 'Prewett family', 'Potter family']",[7]
433,475,Percy Weasley,"22 August, 1976",,Human,Pure-blood,Male,"Red, greying and balding (as of 2014)",,"Unknown length, wood and core",Non-corporeal,Gryffindor,"['Weasley family', 'Prewett family', 'Hogwarts School of Witchcraft and Wizardry', 'Gryffindor', 'British Ministry of Magic', 'Department of International Magical Cooperation (formerly)', 'Department of Magical Transportation']","[1, 2, 3, 4, 5, 6, 7]"
434,476,Ronald Weasley,"1 March, 1980",,Human,Pure-blood,Male,Red,Blue,"12"", Ash, unicorn tail hair",Jack Russell terrier,Gryffindor,"['Weasley family', 'Granger family', 'Prewett family', 'Potter family', ""Dumbledore's Army"", 'Order of the Phoenix', 'British Ministry of Magic', 'Auror Department', 'Hogwarts School of Witchcraft and Wizardry', 'Gryffindor', 'Gryffindor Quidditch team', 'S.P.E.W.', ""Weasleys' Wizard Wheezes"", 'Chudley Cannons']","[1, 2, 3, 4, 5, 6, 7]"
435,477,Bill Weasley,"29 November, 1970",,Human (Werewolf traits),Pure-blood,Male,"Red, long",,"Unknown length, wood and core",Non-corporeal,Gryffindor,"['Weasley family', 'Prewett family', 'Hogwarts School of Witchcraft and Wizardry', 'Gryffindor', 'Order of the Phoenix', 'Gringotts Wizarding Bank', 'Delacour family', 'Circle of Khanna']","[1, 2, 3, 4, 5, 6, 7]"
436,478,Eric Whalley,1920s - 1930s,,Human,,Male,,,,,,"[""Wool's Orphanage""]",[6]
437,479,Kevin Whitby,"between 1 September 1982 and 31 August 1983, Great Britain or Ireland",,Human,,Male,,,,,Hufflepuff,[],[4]
438,480,Willy Widdershins,,,Human,,Male,,,,,,['British Ministry of Magic'],[5]
439,481,Wilfred the Wistful,,,Human,,Male,,,,,,['Hogwarts School of Witchcraft and Wizardry'],[5]
440,482,Will,,,Human,,Male,,,,,,[],[5]
441,483,Bill Weasley's Brazilian pen-friend,"before 1980s, South America",,Human,,Male,,,,,,['Castelobruxo'],[4]
442,484,Williamson,Pre. 1973,,Human,,Male,,,,,,"['British Ministry of Magic', 'Auror Department']",[5]
443,485,Gilbert Wimple,Before 1976,,Human,,Male,,,,,,"['Committee on Experimental Charms', 'Ministry of Magic']",[4]
444,486,Herman Wintringham,c. 1974,,Human,,Male,Blonde,Blue,,,,['Weird Sisters'],[4]
445,487,Oliver Wood's father,before 1975,,Human,,Male,,,,,,[],[4]
446,488,Oliver Wood,Between October 1975 - 31 August 1976,,Human,Pure-blood or Half-blood,Male,,,"Unknown length, wood and core",,Gryffindor,"['Hogwarts School of Witchcraft and Wizardry', 'Gryffindor', 'Gryffindor Quidditch team', 'Puddlemere United', 'Order of the Phoenix (during the Battle of Hogwarts)', ""Dumbledore's Army (during the Battle of Hogwarts""]","[1, 2, 3, 4, 5, 6, 7]"
447,489,Hengist of Woodcroft,982 or later,,Human,,Male,Red,,,,Hufflepuff,"['Hogsmeade', 'Hogwarts School of Witchcraft and Wizardry', 'Hufflepuff']",[1]
448,490,Eldred Worple,"between 1914 and 1970 or earlier, Great Britain or Ireland",,Human,,Male,,,,,,"['Slug Club', 'Hogwarts School of Witchcraft and Wizardry']",[6]
449,491,Bowman Wright,1492,1560 (aged 67-68),Human,Half-blood,Male,Black,Blue,,,,['Quidditch'],[7]
450,492,Corban Yaxley,Yaxley family,,Human,Pure-blood or half-blood,Male,Blond,Blue,"Unknown length, wood and core",None,,[],"[6, 7]"
451,493,Blaise Zabini,"1 September, 1979 вЂ“ 21 April, 1980",,Human,Pure-blood or Half-blood,Male,Black,,,None,Slytherin,"['Zabini family', 'Hogwarts School of Witchcraft and Wizardry', 'Slytherin', 'Slytherin Quidditch team', 'Slug Club', ""Draco Malfoy's gang (formerly)""]","[1, 6]"
452,494,Ladislaw Zamojski,,,Human,,Male,,,,,,['Polish National Quidditch team'],[5]
453,495,Lev Zograf,,,Human,,Male,Silver,,,,,['Bulgarian National Quidditch team'],[4]
454,496,Zoo director,,,Human,Muggle,Male,,,,,,['Zoo'],[1]
455,497,Hannah Abbott's mother,,Autumn 1996,Human,,Female,,,,,,['Abbott family'],[6]
456,498,Hannah Abbott,between 1 September 1979 and 31 August 1980,,Human,Half-blood,Female,Blonde,,,Non-corporeal,Hufflepuff,"['Abbott family', 'Longbottom family', 'Hogwarts School of Witchcraft and Wizardry', 'Hufflepuff', ""Dumbledore's Army"", 'Leaky Cauldron']","[1, 2, 3, 4, 5, 6, 7]"
457,499,Agnes,,,Human,,Female,Black,,,,,"[""St Mungo's Hospital for Magical Maladies and Injuries""]",[5]
458,500,Alastor Moody's spiders,,,,,,,,,,,[],[4]
459,501,Babbitty Rabbity,,,Human,,Female,Dark,,,,,[],[7]
460,502,Millicent Bagnold,"Before 1963, Great Britain or Ireland",,Human,,Female,,,,,Ravenclaw,"['British Ministry of Magic', 'Hogwarts School of Witchcraft and Wizardry', 'Ravenclaw']",[5]
461,503,Bathilda Bagshot,Pre 1873,"Pre 24 December, 1997 (aged about 124), Godric's Hollow, West Country, England, Great Britain",Human,,Female,White,,,,,"['Bagshot family', 'Dumbledore family', 'Potter family', 'Hogwarts School of Witchcraft and Wizardry']","[1, 3, 7]"
462,504,Bandon Banshee,,,,,,,,,,,[],[2]
463,505,Baruffio's wife,,,Human,,Female,,,,,,[],[1]
464,506,Hetty Bayliss,,,Human,Muggle,Female,,,,,,[],[2]
465,507,Katie Bell,between 1 September 1978 and 31 August 1979,,Human,Pure-blood or half-blood,Female,Brown,,"Unknown length, wood and core",Non-corporeal,Gryffindor,"['Bell family', ""Dumbledore's Army"", 'Hogwarts School of Witchcraft and Wizardry', 'Gryffindor', 'Gryffindor Quidditch team']","[1, 2, 3, 4, 5, 6, 7]"
466,508,Katie Bell's mother,,,Human,,Female,,,,,,[],[6]
467,509,Amy Benson,,,Human,Muggle,Female,,,,,,"[""Wool's Orphanage""]",[6]
468,510,Araminta Meliflua Black,approx. 1920s - no later than 1978,,Human,Pure-blood,Female,,,,,,['Black family'],[5]
469,511,Elladora Black,1850,1931 (aged 80 - 81),Human,Pure-blood,Female,,,,,House of Black,[],[5]
470,512,Walburga Black,1925,1985 (aged 59/60),Human,Pure-blood,Female,,,,None,House of Black,[],"[5, 7]"
471,513,Amelia Bones' mother,,Before or during 1981,Human,,Female,,,,,Hufflepuff (likely),['Bones family'],[1]
472,514,Edgar Bones' wife,,Second half of 1981,Human,,Female,,,,,,['Bones family'],[5]
473,515,Amelia Bones,"pre 12 August, 1978",Between the 8th and the 14th of July 1996,Human,Pure-blood or Half-blood,Female,"Grey, short",,,,,"['Ministry of Magic', 'Department of Magical Law Enforcement', 'Wizengamot', 'Order of the Phoenix (indirectly)']","[5, 6]"
474,516,Susan Bones,between 1 September 1979 and 31 August 1980,,Human,Half-blood,Female,,,"Unknown length, wood and core",,Hufflepuff,"['Bones family', 'Hogwarts School of Witchcraft and Wizardry', 'Hufflepuff', ""Dumbledore's Army""]","[1, 5, 6]"
475,517,Betty Braithwaite,,,Human,,Female,,,,,,['Daily Prophet'],[7]
476,518,Eleanor Branstone,between 1 September 1982 and 31 August 1983,,Human,,Female,,,,,Hufflepuff,"['Hogwarts School of Witchcraft and Wizardry', 'Hufflepuff']",[4]
477,519,Rita Skeeter,between January and November 1951,,Human,Pure-blood or half-blood (possibly),Female,Blonde,,"Unknown length, wood and core",Non-corporeal,,"['Daily Prophet', 'Witch Weekly', 'The Quibbler', 'Order of the Phoenix (indirectly)']","[4, 5, 6, 7]"
478,520,Mandy Brocklehurst,between 1 September 1979 and 31 August 1980,,Human,Half-blood,Female,,,,,Ravenclaw,"['Brocklehurst family', 'Hogwarts School of Witchcraft and Wizardry', 'Ravenclaw']",[1]
479,521,Lavender Brown,between 1 September 1979 and 31 August 1980,"2 May, 1998 (aged 17/18)",Human,Pure-blood,Female,,,"Unknown length, wood and core",Non-corporeal,Gryffindor,"['Brown family', ""Dumbledore's Army"", 'Hogwarts School of Witchcraft and Wizardry', 'Gryffindor']","[1, 2, 3, 4, 5, 6, 7]"
480,522,Lavender Brown's mother,,,Human,Pure-blood,Female,,,,,Gryffindor (possibly),['Brown family'],[3]
481,523,Millicent Bulstrode,between 1 September 1979 and 31 August 1980,,Human,Half-blood,Female,Black,,,,Slytherin,"['Bulstrode family', 'Hogwarts School of Witchcraft and Wizardry', 'Slytherin', 'Inquisitorial Squad']","[1, 2, 5]"
482,524,Rosalind Bungs,pre 1964,,Human,Magical to some extent,Female,,,,,,[],[6]
483,525,Charity Burbage,Before 1976,"Late July, 1997",Human,Pure-blood or Half-blood (possibly),Female,,,,Non-corporeal,,['Hogwarts School of Witchcraft and Wizardry'],[7]
484,526,Alecto Carrow,Pre 1981,,Human,Pure-blood or half-blood,Female,,,"Unknown length, wood and core materials",None,,"['Death Eaters', 'Lord Voldemort', 'Carrow family', 'Hogwarts School of Witchcraft and Wizardry']","[6, 7]"
485,527,Greta Catchlove,1960,,Human,,Female,Blonde,Blue,,,,[],[2]
486,528,Mary Cattermole's mother,,,Human,Muggle,Female,,,,,,[],[7]
487,529,Ellie Cattermole,c. Between 1987 and 1994 (assumed),,Human,Half-blood or Squib,Female,,,,,,['Cattermole family'],[7]
488,530,Maisie Cattermole,c. Between 1987 and 1994 (assumed),,Human,Half-blood or Squib,Female,,,,,,['Cattermole family'],[7]
489,531,Mary Cattermole,,,Human,Muggle-born,Female,Dark Brown,Blue,"Cherry, 8Вѕ"", unicorn hair",Non-corporeal,,['Cattermole family'],[7]
490,532,Cecilia,,,Human,Muggle,Female,,,,,,"['Riddle family', 'Little Hangleton']",[6]
491,533,Cho Chang,between 1 September 1978 and 31 August 1979,,Human,Pure-blood or half-blood,Female,Black,Dark,"Unknown length, wood and core",Swan,Ravenclaw,"['Chang family', ""Dumbledore's Army"", 'Hogwarts School of Witchcraft and Wizardry', 'Ravenclaw', 'Ravenclaw Quidditch team']","[3, 4, 5, 6, 7]"
492,534,Cho Chang's mother,"7 September, pre 1962 (most likely)",,Human,,Female,,,,,Ravenclaw (possibly),"['British Ministry of Magic', 'Chang family']",[5]
493,535,Circe,Ancient Greece,,Human,,Female,Black,Brown,,,,[],[1]
494,536,Penelope Clearwater,between 1 September 1976 and 31 August 1977,,Human,Muggle-born or half-blood,Female,Blonde,,,Non-corporeal,Ravenclaw,"['Clearwater family', 'Hogwarts School of Witchcraft and Wizardry', 'Ravenclaw']","[2, 3, 7]"
495,537,Cliodna,"Middle Ages, Ireland",Middle Ages,Human,,Female,,Green,,,,[],[1]
496,538,Cole,c. 1908,,Human,Muggle,Female,,,,,,"[""Wool's Orphanage""]",[6]
497,539,Elfrida Cragg,,Before 1995,Human,,Female,,,,,,['British Ministry of Magic'],[5]
498,540,Dirk Cresswell's wife,,,Human,"Pure-blood, Half-blood or Squib",Female,,,,,,['Cresswell family'],[7]
499,541,Doris Crockford,,,Human,Magical to unknown extent,Female,,,,Non-corporeal,,['Leaky Cauldron'],[1]
500,542,Bartemius Crouch Jr's mother,pre 1945,Shortly after 1981,Human,Pure-blood or half-blood,Female,,,,,,['Crouch family'],[4]
501,543,Roger Davies's girlfriend,,,Human,,Female,Blonde,,,,,['Roger Davies'],[5]
502,544,Delacour sisters' cousins,,,Veela or part-Veela,,Female,Black,,,,,['Delacour family'],[7]
503,545,Apolline Delacour,,,Half-Human,Half-Veela,Female,Blonde,Blue,,,,['Delacour family'],"[4, 7]"
504,546,Apolline Delacour's mother,,,Veela,,Female,,,,,,['Delacour family'],"[4, 7]"
505,547,Fleur Delacour,"Pre 30 October, 1977",,1/4 Veela,Quarter-Veela,Female,Silvery-blonde,Dark blue,"9ВЅ"", Rosewood, veela hair",Non-corporeal,,"['Delacour family', 'Weasley family', 'Harry Potter', 'Beauxbatons Academy of Magic', 'Order of the Phoenix', 'Gringotts Wizarding Bank']","[4, 5, 6, 7]"
506,548,Gabrielle Delacour,between 31 July 1985 and 30 July 1986,,Human (Veela ancestry),Quarter-Veela,Female,Silvery-blonde,,,,,"['Delacour family', 'Beauxbatons Academy of Magic']","[4, 5, 6, 7]"
507,549,Dilys Derwent,Pre 1705 (most likely),1768,Human,,Female,Silver,,,,,"['Hogwarts School of Witchcraft and Wizardry', ""St Mungo's Hospital for Magical Maladies and Injuries""]","[5, 7]"
508,550,Cedric Diggory's mother,,,Human,Pure-blood or half-blood,Female,,,,,,['Diggory family'],[4]
509,551,Emma Dobbs,c. 1982-1983,,Human,,Female,,,,,,['Hogwarts School of Witchcraft and Wizardry'],[4]
510,552,Mary Dorkins,before 1977 (most likely),,Human,Muggle,Female,,,,,,[],[5]
511,553,Dot,Before 1917,,Human,Muggle,Female,,,,,,[],[4]
512,554,Ariana Dumbledore,c. 1885,Late Summer 1899 (aged 14),Human,Half-blood,Female,Blonde,,,,,['Dumbledore family'],[7]
513,555,Kendra Dumbledore,between Summer 1850 and Summer 1851,"Summer 1899 (aged 48), West Country, England, Great Britain",Human,Muggle-born,Female,Jet-black,Dark,,,,['Dumbledore family'],[7]
514,556,Durmstrang girl,before 31 October 1977,,Human,Pure-blood or half-blood,Female,,,,,,['Durmstrang Institute'],[4]
515,557,Vernon Dursley's secretary,,,Human,Muggle,Female,,,,,,['Grunnings'],[1]
516,558,Marjorie Dursley,Pre 1954,,Human,Muggle,Female,Grey,,,,,['Dursley family'],"[1, 3, 5]"
517,559,Petunia Dursley,Pre 1960,Between 1999 and 2020 (aged at least 38),Human,Muggle,Female,Blonde,,,,,"['Evans family', 'Dursley family']","[1, 2, 3, 4, 5, 6, 7]"
518,560,Edgecombe,,,Human,,Female,,,,,,"['British Ministry of Magic', 'Department of Magical Transportation', 'Edgecombe family']",[5]
